YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2015,2015,ND,North Dakota,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,"(47.475319779, -100.118421049)",,38,DIA,DIA6_0,AGEADJPREV,RACE,HIS,,,,
2015,2015,WA,Washington,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,72,72,,,62.1,80.1,Race/Ethnicity,"Other, non-Hispanic",,,,,"(47.522278629, -120.47001079)",,53,DIA,DIA6_0,AGEADJPREV,RACE,OTH,,,,
2015,2015,US,United States,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,,%,Age-adjusted Prevalence,54.7,54.7,***,US Median based on the number of participating states and/or excluding states with sample size below 50 or relative standard error above 30%,47.7,59.5,Gender,Male,,,,,,,59,DIA,DIA10_0,AGEADJPREV,GENDER,GENM,,,,
2015,2015,IL,Illinois,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,72.3,72.3,,,67,77.1,Race/Ethnicity,"White, non-Hispanic",,,,,"(40.485010283, -88.997710178)",,17,DIA,DIA11_2,CRDPREV,RACE,WHT,,,,
2015,2015,GU,Guam,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,74.6,74.6,,,60.7,84.8,Gender,Female,,,,,"(13.444304, 144.793731)",,66,DIA,DIA6_0,CRDPREV,GENDER,GENF,,,,
2015,2015,IL,Illinois,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,81.7,81.7,,,67.4,90.6,Race/Ethnicity,Hispanic,,,,,"(40.485010283, -88.997710178)",,17,DIA,DIA5_0,CRDPREV,RACE,HIS,,,,
2015,2015,WV,West Virginia,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,82.3,82.3,,,75.4,87.5,Gender,Male,,,,,"(38.665510202, -80.712640135)",,54,DIA,DIA13_2,AGEADJPREV,GENDER,GENM,,,,
2015,2015,WA,Washington,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,60.9,60.9,,,46.4,73.8,Race/Ethnicity,Hispanic,,,,,"(47.522278629, -120.47001079)",,53,DIA,DIA11_1,AGEADJPREV,RACE,HIS,,,,
2015,2015,DC,District of Columbia,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,70.5,70.5,,,61,78.5,Gender,Female,,,,,"(38.907192, -77.036871)",,11,DIA,DIA13_2,AGEADJPREV,GENDER,GENF,,,,
2015,2015,WI,Wisconsin,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(44.393191174, -89.816370742)",,55,DIA,DIA7_0,CRDPREV,RACE,MRC,,,,
2015,2015,NM,New Mexico,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(34.520880952, -106.240580985)",,35,DIA,DIA5_0,AGEADJPREV,RACE,BLK,,,,
2015,2015,KY,Kentucky,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,62.7,62.7,,,52,72.2,Gender,Female,,,,,"(37.645970271, -84.774971048)",,21,DIA,DIA5_0,AGEADJPREV,GENDER,GENF,,,,
2015,2015,NE,Nebraska,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,67,67,,,43,84.5,Race/Ethnicity,"Black, non-Hispanic",,,,,"(41.641040988001, -99.365720623)",,31,DIA,DIA11_2,AGEADJPREV,RACE,BLK,,,,
2015,2015,OK,Oklahoma,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,34,34,,,29.5,38.8,Race/Ethnicity,"White, non-Hispanic",,,,,"(35.472031356, -97.521070214)",,40,DIA,DIA11_3,CRDPREV,RACE,WHT,,,,
2015,2015,MT,Montana,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,80.7,80.7,,,70.1,88.2,Gender,Male,,,,,"(47.066528972, -109.424420645)",,30,DIA,DIA13_2,AGEADJPREV,GENDER,GENM,,,,
2015,2015,CT,Connecticut,BRFSS,Diabetes,Diabetes prevalence among women aged 18-44 years,,%,Crude Prevalence,5,5,,,3.8,6.6,Overall,Overall,,,,,"(41.56266102, -72.649840952)",,9,DIA,DIA2_2,CRDPREV,OVERALL,OVR,,,,
2015,2015,NV,Nevada,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,,%,Crude Prevalence,55.4,55.4,,,42.5,67.7,Gender,Female,,,,,"(39.49324039, -117.071840564)",,32,DIA,DIA10_0,CRDPREV,GENDER,GENF,,,,
2015,2015,NM,New Mexico,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,61.7,61.7,,,51.7,70.8,Race/Ethnicity,Hispanic,,,,,"(34.520880952, -106.240580985)",,35,DIA,DIA7_0,AGEADJPREV,RACE,HIS,,,,
2015,2015,AL,Alabama,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,54.9,54.9,,,45.7,63.7,Race/Ethnicity,"Black, non-Hispanic",,,,,"(32.840571122, -86.631860762)",,1,DIA,DIA11_1,AGEADJPREV,RACE,BLK,,,,
2015,2015,WV,West Virginia,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(38.665510202, -80.712640135)",,54,DIA,DIA7_0,CRDPREV,RACE,OTH,,,,
2015,2015,SD,South Dakota,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,-,No data available,,,Gender,Female,,,,,"(44.353130053, -100.373530637)",,46,DIA,DIA5_0,CRDPREV,GENDER,GENF,,,,
2015,2015,NE,Nebraska,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(41.641040988001, -99.365720623)",,31,DIA,DIA11_3,CRDPREV,RACE,OTH,,,,
2015,2015,PA,Pennsylvania,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(40.793730152, -77.860700294)",,42,DIA,DIA11_1,AGEADJPREV,RACE,MRC,,,,
2015,2015,IN,Indiana,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,61.7,61.7,,,54.7,68.3,Gender,Male,,,,,"(39.766910452, -86.149960194)",,18,DIA,DIA7_0,CRDPREV,GENDER,GENM,,,,
2015,2015,AR,Arkansas,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(34.748650124, -92.274490743)",,5,DIA,DIA11_3,AGEADJPREV,RACE,MRC,,,,
2015,2015,UT,Utah,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(39.360700171, -111.587130635)",,49,DIA,DIA10_0,AGEADJPREV,RACE,MRC,,,,
2015,2015,ND,North Dakota,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(47.475319779, -100.118421049)",,38,DIA,DIA12_2,CRDPREV,RACE,BLK,,,,
2015,2015,SC,South Carolina,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(33.998821303, -81.045371207)",,45,DIA,DIA12_1,AGEADJPREV,RACE,MRC,,,,
2015,2015,NY,New York,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,68.2,68.2,,,64.7,71.6,Overall,Overall,,,,,"(42.827001032, -75.543970427)",,36,DIA,DIA11_2,CRDPREV,OVERALL,OVR,,,,
2015,2015,UT,Utah,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,81.1,81.1,,,71.8,87.8,Gender,Female,,,,,"(39.360700171, -111.587130635)",,49,DIA,DIA13_2,CRDPREV,GENDER,GENF,,,,
2015,2015,VI,Virgin Islands,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,-,No data available,,,Overall,Overall,,,,,"(18.335765, -64.896335)",,78,DIA,DIA11_2,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,MO,Missouri,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,54.4,54.4,,,46,62.5,Race/Ethnicity,"White, non-Hispanic",,,,,"(38.635790776, -92.566300053)",,29,DIA,DIA11_1,AGEADJPREV,RACE,WHT,,,,
2015,2015,AL,Alabama,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,42.3,42.3,,,32.3,53,Race/Ethnicity,"White, non-Hispanic",,,,,"(32.840571122, -86.631860762)",,1,DIA,DIA11_3,AGEADJPREV,RACE,WHT,,,,
2015,2015,NV,Nevada,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(39.49324039, -117.071840564)",,32,DIA,DIA12_2,AGEADJPREV,RACE,MRC,,,,
2015,2015,MS,Mississippi,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,-,No data available,,,Gender,Female,,,,,"(32.745510099, -89.538030825)",,28,DIA,DIA6_0,CRDPREV,GENDER,GENF,,,,
2015,2015,MO,Missouri,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,"(38.635790776, -92.566300053)",,29,DIA,DIA7_0,AGEADJPREV,RACE,HIS,,,,
2015,2015,SC,South Carolina,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(33.998821303, -81.045371207)",,45,DIA,DIA2_1,AGEADJPREV,RACE,HIS,,,,
2015,2015,VA,Virginia,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(37.542680674, -78.457890463)",,51,DIA,DIA12_2,CRDPREV,RACE,MRC,,,,
2015,2015,MA,Massachusetts,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,17.4,17.4,,,12.4,24,Gender,Male,,,,,"(42.27687047, -72.082690675)",,25,DIA,DIA11_3,AGEADJPREV,GENDER,GENM,,,,
2015,2015,WY,Wyoming,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,65.9,65.9,,,60.3,71.1,Overall,Overall,,,,,"(43.235541343, -108.109830353)",,56,DIA,DIA5_0,CRDPREV,OVERALL,OVR,,,,
2015,2015,AK,Alaska,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,-,No data available,,,Gender,Male,,,,,"(64.845079957001, -147.722059036)",,2,DIA,DIA6_0,CRDPREV,GENDER,GENM,,,,
2015,2015,IN,Indiana,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(39.766910452, -86.149960194)",,18,DIA,DIA11_1,AGEADJPREV,RACE,OTH,,,,
2015,2015,SD,South Dakota,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,75.8,75.8,,,67.7,82.4,Race/Ethnicity,"White, non-Hispanic",,,,,"(44.353130053, -100.373530637)",,46,DIA,DIA12_2,AGEADJPREV,RACE,WHT,,,,
2015,2015,GA,Georgia,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,34,34,,,24.7,44.7,Overall,Overall,,,,,"(32.839681093, -83.627580346)",,13,DIA,DIA11_3,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,SC,South Carolina,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,47.5,47.5,,,40.1,54.9,Race/Ethnicity,"White, non-Hispanic",,,,,"(33.998821303, -81.045371207)",,45,DIA,DIA12_1,AGEADJPREV,RACE,WHT,,,,
2015,2015,MS,Mississippi,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,-,No data available,,,Overall,Overall,,,,,"(32.745510099, -89.538030825)",,28,DIA,DIA6_0,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,KY,Kentucky,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(37.645970271, -84.774971048)",,21,DIA,DIA12_1,AGEADJPREV,RACE,MRC,,,,
2015,2015,NM,New Mexico,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,,%,Crude Prevalence,49.9,49.9,,,42.6,57.2,Gender,Male,,,,,"(34.520880952, -106.240580985)",,35,DIA,DIA10_0,CRDPREV,GENDER,GENM,,,,
2015,2015,DC,District of Columbia,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,79.2,79.2,,,60.1,90.6,Gender,Male,,,,,"(38.907192, -77.036871)",,11,DIA,DIA6_0,CRDPREV,GENDER,GENM,,,,
2015,2015,IA,Iowa,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(42.469400913, -93.816490556)",,19,DIA,DIA7_0,CRDPREV,RACE,BLK,,,,
2015,2015,KS,Kansas,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.4,9.4,,,8.8,10,Gender,Male,,,,,"(38.3477403, -98.200781227)",,20,DIA,DIA2_1,AGEADJPREV,GENDER,GENM,,,,
2015,2015,AZ,Arizona,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(34.86597028, -111.763811277)",,4,DIA,DIA11_1,CRDPREV,RACE,BLK,,,,
2015,2015,DE,Delaware,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,64.9,64.9,,,49.2,77.9,Race/Ethnicity,"White, non-Hispanic",,,,,"(39.008830667, -75.577741168)",,10,DIA,DIA11_2,AGEADJPREV,RACE,WHT,,,,
2015,2015,GU,Guam,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,68.2,68.2,,,54.7,79.1,Gender,Male,,,,,"(13.444304, 144.793731)",,66,DIA,DIA6_0,CRDPREV,GENDER,GENM,,,,
2015,2015,MO,Missouri,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(38.635790776, -92.566300053)",,29,DIA,DIA7_0,AGEADJPREV,RACE,BLK,,,,
2015,2015,OH,Ohio,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,38.8,38.8,,,30.9,47.4,Overall,Overall,,,,,"(40.060210141, -82.404260056)",,39,DIA,DIA13_1,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,MA,Massachusetts,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(42.27687047, -72.082690675)",,25,DIA,DIA11_3,CRDPREV,RACE,BLK,,,,
2015,2015,CO,Colorado,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(38.843840757, -106.133610921)",,8,DIA,DIA11_2,AGEADJPREV,RACE,MRC,,,,
2015,2015,LA,Louisiana,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,74.3,74.3,,,65.6,81.5,Race/Ethnicity,"Black, non-Hispanic",,,,,"(31.312660644, -92.445680071)",,22,DIA,DIA5_0,CRDPREV,RACE,BLK,,,,
2015,2015,NY,New York,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,77.7,77.7,,,65.5,86.4,Race/Ethnicity,Hispanic,,,,,"(42.827001032, -75.543970427)",,36,DIA,DIA7_0,CRDPREV,RACE,HIS,,,,
2015,2015,OR,Oregon,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(44.567449424, -120.155031326)",,41,DIA,DIA13_1,AGEADJPREV,RACE,OTH,,,,
2015,2015,IN,Indiana,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(39.766910452, -86.149960194)",,18,DIA,DIA12_1,CRDPREV,RACE,OTH,,,,
2015,2015,PA,Pennsylvania,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(40.793730152, -77.860700294)",,42,DIA,DIA11_2,CRDPREV,RACE,OTH,,,,
2015,2015,MA,Massachusetts,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(42.27687047, -72.082690675)",,25,DIA,DIA13_2,AGEADJPREV,RACE,OTH,,,,
2015,2015,HI,Hawaii,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,73,73,,,62.3,81.6,Overall,Overall,,,,,"(21.304850435, -157.857749403)",,15,DIA,DIA6_0,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,US,United States,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.1,9.1,*,50 States + DC: US Median,8.2,9.6,Overall,Overall,,,,,,,59,DIA,DIA2_1,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,NV,Nevada,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,10,10,,,8.1,12.3,Race/Ethnicity,"White, non-Hispanic",,,,,"(39.49324039, -117.071840564)",,32,DIA,DIA2_1,CRDPREV,RACE,WHT,,,,
2015,2015,HI,Hawaii,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,61.7,61.7,,,54.3,68.6,Race/Ethnicity,"Other, non-Hispanic",,,,,"(21.304850435, -157.857749403)",,15,DIA,DIA11_1,CRDPREV,RACE,OTH,,,,
2015,2015,MT,Montana,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,7.2,7.2,,,6.4,8.2,Race/Ethnicity,"White, non-Hispanic",,,,,"(47.066528972, -109.424420645)",,30,DIA,DIA2_1,CRDPREV,RACE,WHT,,,,
2015,2015,AL,Alabama,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(32.840571122, -86.631860762)",,1,DIA,DIA11_2,CRDPREV,RACE,MRC,,,,
2015,2015,KY,Kentucky,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(37.645970271, -84.774971048)",,21,DIA,DIA11_3,AGEADJPREV,RACE,MRC,,,,
2015,2015,SC,South Carolina,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(33.998821303, -81.045371207)",,45,DIA,DIA5_0,AGEADJPREV,RACE,MRC,,,,
2015,2015,KS,Kansas,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(38.3477403, -98.200781227)",,20,DIA,DIA10_0,CRDPREV,RACE,MRC,,,,
2015,2015,IN,Indiana,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(39.766910452, -86.149960194)",,18,DIA,DIA11_3,CRDPREV,RACE,HIS,,,,
2015,2015,MS,Mississippi,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(32.745510099, -89.538030825)",,28,DIA,DIA12_2,CRDPREV,RACE,MRC,,,,
2015,2015,MS,Mississippi,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,"(32.745510099, -89.538030825)",,28,DIA,DIA10_0,AGEADJPREV,RACE,HIS,,,,
2015,2015,AZ,Arizona,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(34.86597028, -111.763811277)",,4,DIA,DIA11_3,CRDPREV,RACE,BLK,,,,
2015,2015,CT,Connecticut,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,45.5,45.5,,,35.2,56.3,Race/Ethnicity,"White, non-Hispanic",,,,,"(41.56266102, -72.649840952)",,9,DIA,DIA13_1,AGEADJPREV,RACE,WHT,,,,
2015,2015,AL,Alabama,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(32.840571122, -86.631860762)",,1,DIA,DIA11_3,CRDPREV,RACE,MRC,,,,
2015,2015,SD,South Dakota,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,57.7,57.7,,,49.5,65.4,Gender,Male,,,,,"(44.353130053, -100.373530637)",,46,DIA,DIA11_1,CRDPREV,GENDER,GENM,,,,
